name,epoch,domain,acc,acc_A0Y0,acc_A0Y1,acc_A1Y0,acc_A1Y1,consis_A0Y0,consis_A0Y1,consis_A1Y0,consis_A1Y1,acc_var,acc_dis,err_op_0,err_op_1,err_odd
transfer_fairness_result_new_adult,1,source,78.17206050996276,81.30064392089844,73.8844223022461,0.0,0.0,87.86280461213632,66.53475071331249,nan,nan,38.884769439697266,0.7817206382751465,81.30064392089844,73.8844223022461,155.18505859375
transfer_fairness_result_new_adult,1,target,76.4192165196253,75.52708435058594,77.7852554321289,0.0,0.0,84.59620589144885,66.86136305982113,nan,nan,38.33639907836914,0.7641921639442444,75.52708435058594,77.7852554321289,153.31234741210938
transfer_fairness_result_new_adult,3,source,80.48551783651062,82.86825561523438,77.22004699707031,0.0,0.0,87.30883899759199,62.13302202289817,nan,nan,40.07186508178711,0.8048551678657532,82.86825561523438,77.22004699707031,160.0883026123047
transfer_fairness_result_new_adult,3,target,78.74670809612998,77.83847045898438,80.13740539550781,0.0,0.0,83.71512471582548,61.50007889960424,nan,nan,39.5023307800293,0.7874671220779419,77.83847045898438,80.13740539550781,157.9758758544922
transfer_fairness_result_new_adult,5,source,80.55706854695153,81.81925201416016,78.82727813720703,0.0,0.0,90.9449873630681,81.57331581887505,nan,nan,40.175559997558594,0.8055707216262817,81.81925201416016,78.82727813720703,160.6465301513672
transfer_fairness_result_new_adult,5,target,78.73382164920703,76.95439147949219,81.45848846435547,0.0,0.0,89.04156103980642,82.11750103197922,nan,nan,39.635223388671875,0.7873382568359375,76.95439147949219,81.45848846435547,158.41287231445312
transfer_fairness_result_new_adult,7,source,80.74957276690351,85.03992462158203,74.86976623535156,0.0,0.0,93.11960586766817,84.14166331891025,nan,nan,40.13880157470703,0.8074957132339478,85.03992462158203,74.86976623535156,159.90969848632812
transfer_fairness_result_new_adult,7,target,79.53542662400903,80.78827667236328,77.61705780029297,0.0,0.0,91.60125830653256,84.38607000267729,nan,nan,39.61720275878906,0.7953543066978455,80.78827667236328,77.61705780029297,158.40533447265625
transfer_fairness_result_new_adult,9,source,80.83475092769278,84.0586929321289,76.41642761230469,0.0,0.0,92.36231670744394,83.58034218375798,nan,nan,40.20966339111328,0.8083475232124329,84.0586929321289,76.41642761230469,160.47512817382812
transfer_fairness_result_new_adult,9,target,79.43696264075004,79.4258804321289,79.45393371582031,0.0,0.0,90.62697653155152,83.68271597218319,nan,nan,39.71995544433594,0.794369637966156,79.4258804321289,79.45393371582031,158.87982177734375
transfer_fairness_result_new_adult,11,source,80.94548410288927,83.7051010131836,77.16351318359375,0.0,0.0,92.31222508843543,83.79437014003594,nan,nan,40.283599853515625,0.8094548583030701,83.7051010131836,77.16351318359375,160.86862182617188
transfer_fairness_result_new_adult,11,target,79.5390509063172,79.4122314453125,79.73323822021484,0.0,0.0,90.86563840343213,84.3243989433555,nan,nan,39.786529541015625,0.7953905463218689,79.4122314453125,79.73323822021484,159.14547729492188
transfer_fairness_result_new_adult,13,source,81.04429200154553,83.74046325683594,77.3492660522461,0.0,0.0,92.65108749061875,84.83220932456041,nan,nan,40.33577346801758,0.8104429244995117,83.74046325683594,77.3492660522461,161.0897216796875
transfer_fairness_result_new_adult,13,target,79.486496118083,79.18022918701172,79.95545196533203,0.0,0.0,91.01642350240792,85.12153240645263,nan,nan,39.78486251831055,0.7948649525642395,79.18022918701172,79.95545196533203,159.13568115234375
transfer_fairness_result_new_adult,15,source,81.12095096204716,83.86717224121094,77.35734558105469,0.0,0.0,92.48018188705869,83.74994987022875,nan,nan,40.371788024902344,0.8112095594406128,83.86717224121094,77.35734558105469,161.22451782226562
transfer_fairness_result_new_adult,15,target,79.61737845866217,79.35797882080078,80.01457214355469,0.0,0.0,90.62231547739178,83.92838038402635,nan,nan,39.843814849853516,0.7961738109588623,79.35797882080078,80.01457214355469,159.37255859375
transfer_fairness_result_new_adult,17,source,80.95740826166468,86.20974731445312,73.75923919677734,0.0,0.0,92.96637740600129,83.50765212743418,nan,nan,40.2337760925293,0.8095741271972656,86.20974731445312,73.75923919677734,159.968994140625
transfer_fairness_result_new_adult,17,target,79.91639469331284,82.04316711425781,76.6598892211914,0.0,0.0,91.36193269769473,83.45234221936933,nan,nan,39.72138977050781,0.7991639375686646,82.04316711425781,76.6598892211914,158.70306396484375
transfer_fairness_result_new_adult,19,source,80.71890733189234,87.96888732910156,70.78302764892578,0.0,0.0,93.76491759436495,83.59245627953635,nan,nan,40.1504020690918,0.8071891069412231,87.96888732910156,70.78302764892578,158.75192260742188
transfer_fairness_result_new_adult,19,target,80.11453035618152,84.49934387207031,73.4005126953125,0.0,0.0,92.34553589986915,83.7632456438102,nan,nan,39.66952133178711,0.8011453151702881,84.49934387207031,73.4005126953125,157.8998565673828
transfer_fairness_result_new_adult,21,source,81.13287805820445,84.762939453125,76.15797424316406,0.0,0.0,92.509650465138,83.6288011955511,nan,nan,40.345096588134766,0.8113287687301636,84.762939453125,76.15797424316406,160.92091369628906
transfer_fairness_result_new_adult,21,target,79.7865191523565,80.10224914550781,79.30307006835938,0.0,0.0,90.61066605064465,83.591993802916,nan,nan,39.852333068847656,0.7978652119636536,80.10224914550781,79.30307006835938,159.4053192138672
transfer_fairness_result_new_adult,23,source,81.14991163679444,83.743408203125,77.5956039428711,0.0,0.0,92.15899991394792,83.84686687586405,nan,nan,40.39327621459961,0.8114991188049316,83.743408203125,77.5956039428711,161.33901977539062
